type,Latitude,Longitude,country,Country,,Type
Earthquake,36.543,71.2681,Afghanistan,Afghanistan,,Earthquake
earthquake,36.5061,70.5994,Afghanistan,Afghanistan,,Earthquake
earthquake,36.4512,70.7023,Afghanistan,Afghanistan,,Earthquake
earthquake,29.7252,65.3575,Afghanistan,Afghanistan,,Earthquake
earthquake,29.7645,65.3645,Afghanistan,Afghanistan,,Earthquake
earthquake,36.5061,70.5994,Afghanistan,Afghanistan,,Earthquake
earthquake,34.6012,62.1031,Afghanistan,Afghanistan,,Earthquake
earthquake,34.6171,62.0517,Afghanistan,Afghanistan,,Earthquake
earthquake,34.5798,62.0717,Afghanistan,Afghanistan,,Earthquake
earthquake,34.6391,62.0327,Afghanistan,Afghanistan,,Earthquake
earthquake,34.5492,61.884,Afghanistan,Afghanistan,,Earthquake
earthquake,34.5414,61.9547,Afghanistan,Afghanistan,,Earthquake
earthquake,34.6259,61.926,Afghanistan,Afghanistan,,Earthquake
earthquake,36.4512,70.7023,Afghanistan,Afghanistan,,Earthquake
earthquake,36.543,71.2681,Afghanistan,Afghanistan,,Earthquake
earthquake,29.7252,65.3575,Afghanistan,Afghanistan,,Earthquake
earthquake,29.7645,65.3645,Afghanistan,Afghanistan,,Earthquake
earthquake,36.5061,70.5994,Afghanistan,Afghanistan,,Earthquake
earthquake,34.6012,62.1031,Afghanistan,Afghanistan,,Earthquake
earthquake,34.6171,62.0517,Afghanistan,Afghanistan,,Earthquake
earthquake,34.5798,62.0717,Afghanistan,Afghanistan,,Earthquake
earthquake,34.6391,62.0327,Afghanistan,Afghanistan,,Earthquake
earthquake,34.5492,61.884,Afghanistan,Afghanistan,,Earthquake
earthquake,34.5414,61.9547,Afghanistan,Afghanistan,,Earthquake
earthquake,34.6259,61.926,Afghanistan,Afghanistan,,Earthquake
earthquake,36.4512,70.7023,Afghanistan,Afghanistan,,Earthquake
tsunami,41.3,19.7,ALBANIA,Albania,,Tsunami
tsunami,40.4,19.5,ALBANIA,Albania,,Tsunami
tsunami,40.3,19.4,ALBANIA,Albania,,Tsunami
tsunami,40.5,19.7,ALBANIA,Albania,,Tsunami
tsunami,40.4,19.9,ALBANIA,Albania,,Tsunami
tsunami,40.2,19.7,ALBANIA,Albania,,Tsunami
tsunami,40.5,19.5,ALBANIA,Albania,,Tsunami
tsunami,41.4,19.4,ALBANIA,Albania,,Tsunami
tsunami,40.9,20.8,ALBANIA,Albania,,Tsunami
tsunami,41.3,19.5,ALBANIA,Albania,,Tsunami
tsunami,36.964,3.634,ALBANIA,Albania,,Tsunami
tsunami,36.788000000000004,2.448,ALGERIA,Algeria,,Tsunami
tsunami,36.195,1.354,ALGERIA,Algeria,,Tsunami
tsunami,36.5,2.9,ALGERIA,Algeria,,Tsunami
tsunami,35.7,-0.6,ALGERIA,Algeria,,Tsunami
tsunami,36.8,3,ALGERIA,Algeria,,Tsunami
tsunami,37.1,5.7,ALGERIA,Algeria,,Tsunami
tsunami,36.5,1.3,ALGERIA,Algeria,,Tsunami
tsunami,37.1,5.7,ALGERIA,Algeria,,Tsunami
tsunami,36.283,1.4669999999999999,ALGERIA,Algeria,,Tsunami
tsunami,36.5,1.8,ALGERIA,Algeria,,Tsunami
tsunami,36.939,3.5780000000000003,ALGERIA,Algeria,,Tsunami
volcano,23.92,5.83,Algeria,Algeria,,Volcano
tsunami,-63,-60.5,ANTARCTICA,Antarctica,,Tsunami
tsunami,-62.877,149.52700000000002,ANTARCTICA,Antarctica,,Tsunami
tsunami,-60.274,-46.401,ANTARCTICA,Antarctica,,Tsunami
volcano,-75.8,-132.33,Antarctica,Antarctica,,Volcano
volcano,-76.05,-136,Antarctica,Antarctica,,Volcano
volcano,-66.78,163.25,Antarctica,Antarctica,,Volcano
volcano,-63.001,-60.652,Antarctica,Antarctica,,Volcano
volcano,-77.53,167.17,Antarctica,Antarctica,,Volcano
volcano,-74.33,-99.42,Antarctica,Antarctica,,Volcano
volcano,-64.15,-57.75,Antarctica,Antarctica,,Volcano
volcano,-74.35,164.7,Antarctica,Antarctica,,Volcano
volcano,-78.5,163.53,Antarctica,Antarctica,,Volcano
volcano,-62.1,-57.93,Antarctica,Antarctica,,Volcano
volcano,-72.67,165.5,Antarctica,Antarctica,,Volcano
volcano,-78.25,163.33,Antarctica,Antarctica,,Volcano
volcano,-65.03,-60.05,Antarctica,Antarctica,,Volcano
volcano,-73.43,-126.67,Antarctica,Antarctica,,Volcano
volcano,-76.28,-112.08,Antarctica,Antarctica,,Volcano
volcano,-75.8,-115.83,Antarctica,Antarctica,,Volcano
volcano,-77.17,-126.88,Antarctica,Antarctica,,Volcano
earthquake,-28.6825,-69.3728,Argentina,Argentina,,Earthquake
earthquake,-22.2935,-65.9607,Argentina,Argentina,,Earthquake
earthquake,-23.3523,-66.6742,Argentina,Argentina,,Earthquake
earthquake,-28.4553,-68.9432,Argentina,Argentina,,Earthquake
earthquake,-24.1126,-66.8382,Argentina,Argentina,,Earthquake
earthquake,-22.8844,-66.2242,Argentina,Argentina,,Earthquake
earthquake,-23.6067,-63.6564,Argentina,Argentina,,Earthquake
earthquake,-26.9212,-63.3389,Argentina,Argentina,,Earthquake
earthquake,-28.2143,-63.1854,Argentina,Argentina,,Earthquake
earthquake,-38.1911,-70.3731,Argentina,Argentina,,Earthquake
earthquake,-22.2935,-65.9607,Argentina,Argentina,,Earthquake
earthquake,-23.3523,-66.6742,Argentina,Argentina,,Earthquake
earthquake,-24.1126,-66.8382,Argentina,Argentina,,Earthquake
earthquake,-22.8844,-66.2242,Argentina,Argentina,,Earthquake
earthquake,-23.6067,-63.6564,Argentina,Argentina,,Earthquake
earthquake,-26.9212,-63.3389,Argentina,Argentina,,Earthquake
earthquake,-28.6825,-69.3728,Argentina,Argentina,,Earthquake
earthquake,-22.2935,-65.9607,Argentina,Argentina,,Earthquake
earthquake,-23.3523,-66.6742,Argentina,Argentina,,Earthquake
earthquake,-28.4553,-68.9432,Argentina,Argentina,,Earthquake
earthquake,-24.1126,-66.8382,Argentina,Argentina,,Earthquake
earthquake,-22.8844,-66.2242,Argentina,Argentina,,Earthquake
earthquake,-23.6067,-63.6564,Argentina,Argentina,,Earthquake
earthquake,-26.9212,-63.3389,Argentina,Argentina,,Earthquake
earthquake,-28.2143,-63.1854,Argentina,Argentina,,Earthquake
earthquake,-38.1911,-70.3731,Argentina,Argentina,,Earthquake
volcano,-26.12,-67.4,Argentina,Argentina,,Volcano
volcano,-24.29,-67.783,Argentina,Argentina,,Volcano
volcano,-34.65,-70.05,Argentina,Argentina,,Volcano
volcano,-39.02,-70.37,Argentina,Argentina,,Volcano
volcano,-26.789,-67.765,Argentina,Argentina,,Volcano
volcano,-42.018,-70.194,Argentina,Argentina,,Volcano
volcano,-36.638,-70.432,Argentina,Argentina,,Volcano
volcano,-39.887,-71.58,Argentina,Argentina,,Volcano
volcano,-35.123,-69.9,Argentina,Argentina,,Volcano
volcano,-36.422,-69.241,Argentina,Argentina,,Volcano
volcano,-38.509,-70.898,Argentina,Argentina,,Volcano
volcano,-37.738,-70.906,Argentina,Argentina,,Volcano
volcano,-37.144,-70.033,Argentina,Argentina,,Volcano
volcano,-24.05,-66.48,Argentina,Argentina,,Volcano
tsunami,-33.8,151.3,AUSTRALIA,Australia,,Tsunami
tsunami,-33.8,151.3,AUSTRALIA,Australia,,Tsunami
tsunami,-33.8,151.3,AUSTRALIA,Australia,,Tsunami
tsunami,-33.8,151.3,AUSTRALIA,Australia,,Tsunami
tsunami,-33.8,151.3,AUSTRALIA,Australia,,Tsunami
tsunami,-56,157.5,AUSTRALIA,Australia,,Tsunami
tsunami,-13.802,97.45299999999999,AUSTRALIA,Australia,,Tsunami
tsunami,-52.341,160.56799999999998,AUSTRALIA,Australia,,Tsunami
tsunami,-49.312,161.345,AUSTRALIA,Australia,,Tsunami
tsunami,-40.85,145.32,AUSTRALIA,Australia,,Tsunami
tsunami,-43.3,148.9,AUSTRALIA,Australia,,Tsunami
tsunami,-12.4,130.7,AUSTRALIA,Australia,,Tsunami
tsunami,-29.06,167.95,AUSTRALIA,Australia,,Tsunami
tsunami,-33.8,151.3,AUSTRALIA,Australia,,Tsunami
volcano,-53.106,73.513,Australia,Australia,,Volcano
volcano,-37.77,142.5,Australia,Australia,,Volcano
earthquake,23.1278,90.927,Bangladesh,Bangladesh,,Earthquake
earthquake,24.9743,92.2176,Bangladesh,Bangladesh,,Earthquake
tsunami,22,92,BANGLADESH,Bangladesh,,Tsunami
tsunami,24,89.25,BANGLADESH,Bangladesh,,Tsunami
tsunami,25.149,95.12700000000001,BANGLADESH,Bangladesh,,Tsunami
tsunami,22,89,BANGLADESH,Bangladesh,,Tsunami
tsunami,26.755,86.616,BANGLADESH,Bangladesh,,Tsunami
earthquake,-19.1251,-67.3038,BOLIVIA,Bolivia,,Earthquake
earthquake,-21.9201,-67.253,BOLIVIA,Bolivia,,Earthquake
earthquake,-19.1251,-67.3038,BOLIVIA,Bolivia,,Earthquake
earthquake,-21.9201,-67.253,BOLIVIA,Bolivia,,Earthquake
earthquake,-21.9201,-67.253,BOLIVIA,Bolivia,,Earthquake
volcano,-19.78,-66.48,Bolivia,Bolivia,,Volcano
volcano,-19.463,-67.432,Bolivia,Bolivia,,Volcano
volcano,-20.85,-68.2,Bolivia,Bolivia,,Volcano
earthquake,51.5572,-130.594,Canada,Canada,,Earthquake
earthquake,51.6758,-130.632,Canada,Canada,,Earthquake
earthquake,68.1656,-136.376,Canada,Canada,,Earthquake
earthquake,68.1761,-136.343,Canada,Canada,,Earthquake
earthquake,68.1507,-136.313,Canada,Canada,,Earthquake
earthquake,51.5572,-130.594,Canada,Canada,,Earthquake
earthquake,51.6758,-130.632,Canada,Canada,,Earthquake
earthquake,45.9997,-72.8106,Canada,Canada,,Earthquake
tsunami,48.967,-58,CANADA,Canada,,Tsunami
tsunami,49.87,-124.92,CANADA,Canada,,Tsunami
tsunami,49,-125,CANADA,Canada,,Tsunami
tsunami,51,-131,CANADA,Canada,,Tsunami
tsunami,53.6,-133.3,CANADA,Canada,,Tsunami
tsunami,44.69,-56,CANADA,Canada,,Tsunami
tsunami,46.5,-53.7,CANADA,Canada,,Tsunami
tsunami,52.61600000000001,-55.766,CANADA,Canada,,Tsunami
tsunami,44.633,-63.583,CANADA,Canada,,Tsunami
tsunami,53.98,-128.68,CANADA,Canada,,Tsunami
tsunami,49.277,-128.772,CANADA,Canada,,Tsunami
tsunami,49.475,-121.847,CANADA,Canada,,Tsunami
tsunami,48.958,-62.133,CANADA,Canada,,Tsunami
tsunami,48.958,-62.133,CANADA,Canada,,Tsunami
tsunami,54,-132.25,CANADA,Canada,,Tsunami
tsunami,52.788000000000004,-132.101,CANADA,Canada,,Tsunami
tsunami,54,-128.7,CANADA,Canada,,Tsunami
tsunami,52.63,-132.2,CANADA,Canada,,Tsunami
tsunami,64.98,-66.2,CANADA,Canada,,Tsunami
tsunami,47.4,-70.5,CANADA,Canada,,Tsunami
tsunami,45.77,-75.6,CANADA,Canada,,Tsunami
volcano,60.42,-135.42,Canada,Canada,,Volcano
volcano,59.68,-133.32,Canada,Canada,,Volcano
volcano,50.8,-123.4,Canada,Canada,,Volcano
volcano,50.12,-123.28,Canada,Canada,,Volcano
volcano,57.72,-130.63,Canada,Canada,,Volcano
volcano,47.95,-129.1,Canada,Canada,,Volcano
volcano,62.93,-137.38,Canada,Canada,,Volcano
volcano,49.85,-123,Canada,Canada,,Volcano
volcano,49.933,-123,Canada,Canada,,Volcano
volcano,56.78,-131.28,Canada,Canada,,Volcano
volcano,56.58,-130.55,Canada,Canada,,Volcano
volcano,58.42,-131.35,Canada,Canada,,Volcano
volcano,50.63,-123.5,Canada,Canada,,Volcano
volcano,52.5,-128.73,Canada,Canada,,Volcano
volcano,51.43,-126.3,Canada,Canada,,Volcano
volcano,57.43,-130.68,Canada,Canada,,Volcano
volcano,59.37,-130.58,Canada,Canada,,Volcano
volcano,52.33,-120.57,Canada,Canada,,Volcano
volcano,14.95,-24.35,Cape Verde,Cape Verde,,Volcano
volcano,19.8,18.53,Chad,Chad,,Volcano
volcano,21.33,16.33,Chad,Chad,,Volcano
volcano,21.03,16.45,Chad,Chad,,Volcano
volcano,20.92,17.28,Chad,Chad,,Volcano
earthquake,-23.1243,-67.8715,Chile,Chile,,Earthquake
earthquake,-28.9162,-71.5264,Chile,Chile,,Earthquake
earthquake,-28.229,-71.3898,Chile,Chile,,Earthquake
earthquake,-22.1579,-68.682,Chile,Chile,,Earthquake
earthquake,-21.9025,-70.2778,Chile,Chile,,Earthquake
earthquake,-19.1959,-69.0592,Chile,Chile,,Earthquake
earthquake,-28.7457,-71.5726,Chile,Chile,,Earthquake
earthquake,-28.6909,-70.3075,Chile,Chile,,Earthquake
earthquake,-20.6514,-68.5222,Chile,Chile,,Earthquake
earthquake,-33.2122,-70.3268,Chile,Chile,,Earthquake
earthquake,-23.9264,-67.9077,Chile,Chile,,Earthquake
earthquake,-23.1243,-67.8715,Chile,Chile,,Earthquake
earthquake,-22.1579,-68.682,Chile,Chile,,Earthquake
earthquake,-21.9025,-70.2778,Chile,Chile,,Earthquake
earthquake,-19.1959,-69.0592,Chile,Chile,,Earthquake
earthquake,-20.6514,-68.5222,Chile,Chile,,Earthquake
earthquake,-23.9264,-67.9077,Chile,Chile,,Earthquake
earthquake,-23.1243,-67.8715,Chile,Chile,,Earthquake
earthquake,-28.9162,-71.5264,Chile,Chile,,Earthquake
earthquake,-28.229,-71.3898,Chile,Chile,,Earthquake
earthquake,-22.1579,-68.682,Chile,Chile,,Earthquake
earthquake,-21.9025,-70.2778,Chile,Chile,,Earthquake
earthquake,-28.7457,-71.5726,Chile,Chile,,Earthquake
earthquake,-28.6909,-70.3075,Chile,Chile,,Earthquake
earthquake,-20.6514,-68.5222,Chile,Chile,,Earthquake
earthquake,-33.2122,-70.3268,Chile,Chile,,Earthquake
earthquake,-23.9264,-67.9077,Chile,Chile,,Earthquake
earthquake,-30.2775,-71.536,Chile,Chile,,Earthquake
earthquake,-30.2775,-71.536,Chile,Chile,,Earthquake
tsunami,-36.8,-73,CHILE,Chile,,Tsunami
tsunami,-32.8,-70.7,CHILE,Chile,,Tsunami
tsunami,-43,-74,CHILE,Chile,,Tsunami
tsunami,-18.6,-70.2,CHILE,Chile,,Tsunami
tsunami,-18.5,-70.35,CHILE,Chile,,Tsunami
tsunami,-18.5,-70.35,CHILE,Chile,,Tsunami
tsunami,-41.8,-73.8,CHILE,Chile,,Tsunami
tsunami,-32.5,-71.5,CHILE,Chile,,Tsunami
tsunami,-36.83,-73.03,CHILE,Chile,,Tsunami
tsunami,-37,-73,CHILE,Chile,,Tsunami
tsunami,-38.7,-73.5,CHILE,Chile,,Tsunami
tsunami,-36.75,-73,CHILE,Chile,,Tsunami
tsunami,-39.8,-73.2,CHILE,Chile,,Tsunami
tsunami,-33.62,-76.83,CHILE,Chile,,Tsunami
tsunami,-31.61,-71.18,CHILE,Chile,,Tsunami
tsunami,-33,-71.7,CHILE,Chile,,Tsunami
tsunami,-27.35,-70.35,CHILE,Chile,,Tsunami
tsunami,-33,-71.4,CHILE,Chile,,Tsunami
tsunami,-39.9,-73.4,CHILE,Chile,,Tsunami
tsunami,-36.6,-73,CHILE,Chile,,Tsunami
tsunami,-33.1,-71.7,CHILE,Chile,,Tsunami
tsunami,-36.7,-73.2,CHILE,Chile,,Tsunami
tsunami,-30,-71.4,CHILE,Chile,,Tsunami
tsunami,-36.7,-73.1,CHILE,Chile,,Tsunami
tsunami,-22.6,-70.3,CHILE,Chile,,Tsunami
tsunami,-27.35,-70.35,CHILE,Chile,,Tsunami
tsunami,-29.95,-71.37,CHILE,Chile,,Tsunami
tsunami,-33,-72,CHILE,Chile,,Tsunami
tsunami,-27,-71.5,CHILE,Chile,,Tsunami
tsunami,-42.5,-74,CHILE,Chile,,Tsunami
tsunami,-36.83,-73.03,CHILE,Chile,,Tsunami
tsunami,-18.6,-71,CHILE,Chile,,Tsunami
tsunami,-33,-71.6,CHILE,Chile,,Tsunami
tsunami,-18.3,-70.5,CHILE,Chile,,Tsunami
tsunami,-20.2,-70.2,CHILE,Chile,,Tsunami
tsunami,-33,-71.6,CHILE,Chile,,Tsunami
tsunami,-33,-71.6,CHILE,Chile,,Tsunami
tsunami,-33,-71.5,CHILE,Chile,,Tsunami
tsunami,-20.2,-70.1,CHILE,Chile,,Tsunami
tsunami,-33,-71.6,CHILE,Chile,,Tsunami
tsunami,-35,-72.5,CHILE,Chile,,Tsunami
tsunami,-18.5,-70.3,CHILE,Chile,,Tsunami
tsunami,-36.83,-73.03,CHILE,Chile,,Tsunami
tsunami,-19.6,-70.2,CHILE,Chile,,Tsunami
tsunami,-20.2,-70.15,CHILE,Chile,,Tsunami
tsunami,-20.2,-70.1,CHILE,Chile,,Tsunami
tsunami,-36.8,-73,CHILE,Chile,,Tsunami
tsunami,-33.1,-71.7,CHILE,Chile,,Tsunami
tsunami,-38,-73.5,CHILE,Chile,,Tsunami
tsunami,-20,-72,CHILE,Chile,,Tsunami
tsunami,-28.5,-71,CHILE,Chile,,Tsunami
tsunami,-20.2,-70.1,CHILE,Chile,,Tsunami
tsunami,-19.6,-70.2,CHILE,Chile,,Tsunami
tsunami,-33.58,-71.63,CHILE,Chile,,Tsunami
tsunami,-19.6,-70.2,CHILE,Chile,,Tsunami
tsunami,-20.2,-70.1,CHILE,Chile,,Tsunami
tsunami,-23.7,-70.4,CHILE,Chile,,Tsunami
tsunami,-20.2,-70.1,CHILE,Chile,,Tsunami
tsunami,-24,-71,CHILE,Chile,,Tsunami
tsunami,-20.2,-70.1,CHILE,Chile,,Tsunami
tsunami,-21.2,-70.1,CHILE,Chile,,Tsunami
tsunami,-23.6,-70.4,CHILE,Chile,,Tsunami
tsunami,-41.5,-73,CHILE,Chile,,Tsunami
tsunami,-30,-71.4,CHILE,Chile,,Tsunami
tsunami,-26,-71,CHILE,Chile,,Tsunami
tsunami,-28.5,-71.5,CHILE,Chile,,Tsunami
tsunami,-26.5,-70.5,CHILE,Chile,,Tsunami
tsunami,-33,-72,CHILE,Chile,,Tsunami
tsunami,-31.62,-71.18,CHILE,Chile,,Tsunami
tsunami,-19.92,-70.335,CHILE,Chile,,Tsunami
tsunami,-19.6,-70.23,CHILE,Chile,,Tsunami
tsunami,-21.5,-70.5,CHILE,Chile,,Tsunami
tsunami,-23.7,-70.4,CHILE,Chile,,Tsunami
tsunami,-35.33,-72.42,CHILE,Chile,,Tsunami
tsunami,-26.3,-80.1,CHILE,Chile,,Tsunami
tsunami,-23.7,-70.4,CHILE,Chile,,Tsunami
tsunami,-19,-70,CHILE,Chile,,Tsunami
tsunami,-18.5,-70.3,CHILE,Chile,,Tsunami
tsunami,-21.7,-69.5,CHILE,Chile,,Tsunami
tsunami,-53.5,-71.5,CHILE,Chile,,Tsunami
tsunami,-23.5,-71.5,CHILE,Chile,,Tsunami
tsunami,-26,-71.5,CHILE,Chile,,Tsunami
tsunami,-28.78,-71.19,CHILE,Chile,,Tsunami
tsunami,-42.9,-75.13,CHILE,Chile,,Tsunami
tsunami,-31.81,-71.26,CHILE,Chile,,Tsunami
tsunami,-25.67,-70.63,CHILE,Chile,,Tsunami
tsunami,-36.7,-73,CHILE,Chile,,Tsunami
tsunami,-38.5,-75.1,CHILE,Chile,,Tsunami
tsunami,-25.5,-71,CHILE,Chile,,Tsunami
tsunami,-22.5,-69,CHILE,Chile,,Tsunami
tsunami,-41.5,-74.5,CHILE,Chile,,Tsunami
tsunami,-27,-70.5,CHILE,Chile,,Tsunami
tsunami,-22,-71,CHILE,Chile,,Tsunami
tsunami,-28,-71,CHILE,Chile,,Tsunami
tsunami,-28,-72,CHILE,Chile,,Tsunami
tsunami,-44.6,-73,CHILE,Chile,,Tsunami
tsunami,-24.5,-70,CHILE,Chile,,Tsunami
tsunami,-32.5,-72,CHILE,Chile,,Tsunami
tsunami,-28.5,-71,CHILE,Chile,,Tsunami
tsunami,-22.5,-70.5,CHILE,Chile,,Tsunami
tsunami,-19.5,-69.5,CHILE,Chile,,Tsunami
tsunami,-25.5,-70.7,CHILE,Chile,,Tsunami
tsunami,-37.872,-73.243,CHILE,Chile,,Tsunami
tsunami,-36.5,-72.5,CHILE,Chile,,Tsunami
tsunami,-54,-71,CHILE,Chile,,Tsunami
tsunami,-38,-73.5,CHILE,Chile,,Tsunami
tsunami,-26.5,-70.5,CHILE,Chile,,Tsunami
tsunami,-30.75,-72,CHILE,Chile,,Tsunami
tsunami,-36.25,-72.25,CHILE,Chile,,Tsunami
tsunami,-20,-71,CHILE,Chile,,Tsunami
tsunami,-35,-72,CHILE,Chile,,Tsunami
tsunami,-30,-72,CHILE,Chile,,Tsunami
tsunami,-28.553,-70.755,CHILE,Chile,,Tsunami
tsunami,-38.143,-73.407,CHILE,Chile,,Tsunami
tsunami,-28.906,-71.417,CHILE,Chile,,Tsunami
tsunami,-22.118,-113.436,CHILE,Chile,,Tsunami
tsunami,-24.753,-70.433,CHILE,Chile,,Tsunami
tsunami,-29.9,-71.3,CHILE,Chile,,Tsunami
tsunami,-38.5,-73.4,CHILE,Chile,,Tsunami
tsunami,-30.6,-71,CHILE,Chile,,Tsunami
tsunami,-30.5,-71.8,CHILE,Chile,,Tsunami
tsunami,-20.94,-69.81,CHILE,Chile,,Tsunami
tsunami,-22.28,-70.55,CHILE,Chile,,Tsunami
tsunami,-52,-73.8,CHILE,Chile,,Tsunami
tsunami,-23.34,-70.294,CHILE,Chile,,Tsunami
tsunami,-24.388,-70.161,CHILE,Chile,,Tsunami
tsunami,-33.132,-71.708,CHILE,Chile,,Tsunami
tsunami,-26.535,-70.563,CHILE,Chile,,Tsunami
tsunami,-32.5,-71.5,CHILE,Chile,,Tsunami
tsunami,-32.5,-71.2,CHILE,Chile,,Tsunami
tsunami,-27.15,-109.45,CHILE,Chile,,Tsunami
tsunami,-19.6,-70.2,CHILE,Chile,,Tsunami
tsunami,-45.285,-72.606,CHILE,Chile,,Tsunami
tsunami,-22.247,-69.89,CHILE,Chile,,Tsunami
tsunami,-36.122,-72.898,CHILE,Chile,,Tsunami
tsunami,-34.29,-71.891,CHILE,Chile,,Tsunami
tsunami,-54,-71,CHILE,Chile,,Tsunami
tsunami,-36.474,-73.125,CHILE,Chile,,Tsunami
tsunami,-21,-70,CHILE,Chile,,Tsunami
tsunami,-41.755,-72.396,CHILE,Chile,,Tsunami
tsunami,-18.6,-71,CHILE,Chile,,Tsunami
tsunami,-33.05,-71.617,CHILE,Chile,,Tsunami
tsunami,-19.965,-70.814,CHILE,Chile,,Tsunami
tsunami,-20.571,-70.493,CHILE,Chile,,Tsunami
tsunami,-19.61,-70.769,CHILE,Chile,,Tsunami
tsunami,-32.108,-110.811,CHILE,Chile,,Tsunami
tsunami,-31.573,-71.674,CHILE,Chile,,Tsunami
tsunami,-29.46,-72.12,CHILE,Chile,,Tsunami
tsunami,-18,-71,CHILE,Chile,,Tsunami
tsunami,-18.5,-70.35,CHILE,Chile,,Tsunami
tsunami,-43.517,-74.391,CHILE,Chile,,Tsunami
tsunami,-33.038,-72.062,CHILE,Chile,,Tsunami
tsunami,-30.056,-72.082,CHILE,Chile,,Tsunami
volcano,-23.292,-67.618,Chile,Chile,,Volcano
volcano,-50.33,-73.75,Chile,Chile,,Volcano
volcano,-40.783,-72.15,Chile,Chile,,Volcano
volcano,-37.406,-71.349,Chile,Chile,,Volcano
volcano,-41.88,-72.58,Chile,Chile,,Volcano
volcano,-21.787,-68.237,Chile,Chile,,Volcano
volcano,-35.653,-70.761,Chile,Chile,,Volcano
volcano,-39.25,-71.75,Chile,Chile,,Volcano
volcano,-35.558,-70.496,Chile,Chile,,Volcano
volcano,-41.33,-72.618,Chile,Chile,,Volcano
volcano,-37.92,-71.45,Chile,Chile,,Volcano
volcano,-40.35,-72.07,Chile,Chile,,Volcano
volcano,-41.25,-72.27,Chile,Chile,,Volcano
volcano,-36.868,-71.378,Chile,Chile,,Volcano
volcano,-23.743,-67.534,Chile,Chile,,Volcano
volcano,-35.58,-70.75,Chile,Chile,,Volcano
volcano,-27.15,-109.38,Chile,Chile,,Volcano
volcano,-45.9,-72.97,Chile,Chile,,Volcano
volcano,-42.377,-72.578,Chile,Chile,,Volcano
volcano,-23.37,-67.73,Chile,Chile,,Volcano
volcano,-38.692,-71.729,Chile,Chile,,Volcano
volcano,-38.379,-71.586,Chile,Chile,,Volcano
volcano,-38.255,-71.167,Chile,Chile,,Volcano
volcano,-36.058,-70.492,Chile,Chile,,Volcano
volcano,-42.799,-72.445,Chile,Chile,,Volcano
volcano,-39.927,-72.027,Chile,Chile,,Volcano
volcano,-41.105,-72.496,Chile,Chile,,Volcano
volcano,-34.608,-70.295,Chile,Chile,,Volcano
volcano,-35.223,-70.568,Chile,Chile,,Volcano
volcano,-24.188,-68.054,Chile,Chile,,Volcano
volcano,-40.969,-72.264,Chile,Chile,,Volcano
volcano,-23,-67.75,Chile,Chile,,Volcano
volcano,-40.59,-72.117,Chile,Chile,,Volcano
volcano,-39.496,-71.722,Chile,Chile,,Volcano
volcano,-50.964,-73.585,Chile,Chile,,Volcano
volcano,-35.989,-70.849,Chile,Chile,,Volcano
volcano,-21.888,-68.391,Chile,Chile,,Volcano
volcano,-38.97,-71.52,Chile,Chile,,Volcano
volcano,-18.1,-69.5,Chile,Chile,,Volcano
volcano,-23.97,-68.13,Chile,Chile,,Volcano
volcano,-34.814,-70.352,Chile,Chile,,Volcano
volcano,-38.31,-71.645,Chile,Chile,,Volcano
volcano,-39.42,-71.93,Chile,Chile,,Volcano
volcano,-25.414,-68.588,Chile,Chile,,Volcano
volcano,-37.856,-71.183,Chile,Chile,,Volcano
volcano,-39.637,-71.502,Chile,Chile,,Volcano
volcano,-34.164,-69.832,Chile,Chile,,Volcano
volcano,-27.109,-68.541,Chile,Chile,,Volcano
volcano,-52.082,-69.698,Chile,Chile,,Volcano
volcano,-33.789,-69.895,Chile,Chile,,Volcano
volcano,-41.157,-71.885,Chile,Chile,,Volcano
volcano,-33.425,-69.797,Chile,Chile,,Volcano
volcano,-22.895,-67.566,Chile,Chile,,Volcano
volcano,-22.83,-67.88,Chile,Chile,,Volcano
volcano,-20.939,-68.413,Chile,Chile,,Volcano
volcano,-18.166,-69.142,Chile,Chile,,Volcano
volcano,-22.72,-67.892,Chile,Chile,,Volcano
volcano,-17.72,-69.77,Chile,Chile,,Volcano
earthquake,34.1604,86.3895,China,China,,Earthquake
earthquake,40.14,77.0348,China,China,,Earthquake
earthquake,33.5485,81.8909,China,China,,Earthquake
earthquake,42.0113,82.6416,China,China,,Earthquake
earthquake,33.5147,92.9795,China,China,,Earthquake
earthquake,33.5068,93.0029,China,China,,Earthquake
earthquake,41.1648,78.4389,China,China,,Earthquake
earthquake,41.1867,78.7155,China,China,,Earthquake
earthquake,41.2706,78.8219,China,China,,Earthquake
earthquake,41.2186,78.724,China,China,,Earthquake
earthquake,41.1979,78.6168,China,China,,Earthquake
earthquake,41.3326,78.7686,China,China,,Earthquake
earthquake,41.2946,78.6076,China,China,,Earthquake
earthquake,41.2938,78.5937,China,China,,Earthquake
earthquake,39.2438,97.2769,China,China,,Earthquake
earthquake,40.5164,77.7055,China,China,,Earthquake
earthquake,39.2654,97.3075,China,China,,Earthquake
earthquake,37.1933,116.381,China,China,,Earthquake
earthquake,40.14,77.0348,China,China,,Earthquake
earthquake,33.5485,81.8909,China,China,,Earthquake
earthquake,42.0113,82.6416,China,China,,Earthquake
earthquake,41.1648,78.4389,China,China,,Earthquake
earthquake,41.1867,78.7155,China,China,,Earthquake
earthquake,41.2706,78.8219,China,China,,Earthquake
earthquake,41.2186,78.724,China,China,,Earthquake
earthquake,41.1979,78.6168,China,China,,Earthquake
