type,Latitude,Longitude,country,Country,,Type
earthquake,1.1251,127.479,Indonesia,Indonesia,,Earthquake
earthquake,-9.5312,123.86,Indonesia,Indonesia,,Earthquake
earthquake,-6.1198,113.147,Indonesia,Indonesia,,Earthquake
earthquake,5.3416,126.06,Indonesia,Indonesia,,Earthquake
earthquake,0.0054,119.771,Indonesia,Indonesia,,Earthquake
earthquake,-6.8155,116.552,Indonesia,Indonesia,,Earthquake
earthquake,-7.0459,117.215,Indonesia,Indonesia,,Earthquake
earthquake,-6.8134,116.618,Indonesia,Indonesia,,Earthquake
earthquake,-6.7768,116.568,Indonesia,Indonesia,,Earthquake
earthquake,4.2633,126.513,Indonesia,Indonesia,,Earthquake
tsunami,-6.174,106.829,INDONESIA,Indonesia,,Tsunami
tsunami,-5,102,INDONESIA,Indonesia,,Tsunami
tsunami,-6,107,INDONESIA,Indonesia,,Tsunami
tsunami,-6.92,129.125,INDONESIA,Indonesia,,Tsunami
tsunami,-4.53,129.9,INDONESIA,Indonesia,,Tsunami
tsunami,-3.69,128.15,INDONESIA,Indonesia,,Tsunami
tsunami,-3.7,128.2,INDONESIA,Indonesia,,Tsunami
tsunami,1.375,127.52,INDONESIA,Indonesia,,Tsunami
tsunami,-3,128,INDONESIA,Indonesia,,Tsunami
tsunami,-4.6,129.9,INDONESIA,Indonesia,,Tsunami
tsunami,-3.5,128.5,INDONESIA,Indonesia,,Tsunami
tsunami,-3.5,128.5,INDONESIA,Indonesia,,Tsunami
tsunami,0.8,127.325,INDONESIA,Indonesia,,Tsunami
tsunami,-6,130,INDONESIA,Indonesia,,Tsunami
tsunami,-4,129,INDONESIA,Indonesia,,Tsunami
tsunami,-6.102,105.42299999999999,INDONESIA,Indonesia,,Tsunami
tsunami,-3.75,127.75,INDONESIA,Indonesia,,Tsunami
tsunami,-6.3,107.3,INDONESIA,Indonesia,,Tsunami
tsunami,-3.7,128.2,INDONESIA,Indonesia,,Tsunami
tsunami,-5,105,INDONESIA,Indonesia,,Tsunami
tsunami,-9,121,INDONESIA,Indonesia,,Tsunami
tsunami,1.37,125.1,INDONESIA,Indonesia,,Tsunami
tsunami,-3.7,128.2,INDONESIA,Indonesia,,Tsunami
tsunami,0.8,127.4,INDONESIA,Indonesia,,Tsunami
tsunami,-7,117,INDONESIA,Indonesia,,Tsunami
tsunami,0.009,125.5,INDONESIA,Indonesia,,Tsunami
tsunami,0.8,127.325,INDONESIA,Indonesia,,Tsunami
tsunami,-4,101.5,INDONESIA,Indonesia,,Tsunami
tsunami,0.9,124.9,INDONESIA,Indonesia,,Tsunami
tsunami,1.3,121,INDONESIA,Indonesia,,Tsunami
tsunami,-6.1,106.7,INDONESIA,Indonesia,,Tsunami
tsunami,-1.5,100,INDONESIA,Indonesia,,Tsunami
tsunami,1,97.5,INDONESIA,Indonesia,,Tsunami
tsunami,1,97.5,INDONESIA,Indonesia,,Tsunami
tsunami,-1.25,128.5,INDONESIA,Indonesia,,Tsunami
tsunami,-5.5,130.5,INDONESIA,Indonesia,,Tsunami
tsunami,-4.6,129.9,INDONESIA,Indonesia,,Tsunami
tsunami,1,126.5,INDONESIA,Indonesia,,Tsunami
tsunami,1,126,INDONESIA,Indonesia,,Tsunami
tsunami,1.35,125.2,INDONESIA,Indonesia,,Tsunami
tsunami,1.35,125.2,INDONESIA,Indonesia,,Tsunami
tsunami,-8,115.5,INDONESIA,Indonesia,,Tsunami
tsunami,-8.5,116,INDONESIA,Indonesia,,Tsunami
tsunami,-3.5,128.6,INDONESIA,Indonesia,,Tsunami
tsunami,-6.5,108.5,INDONESIA,Indonesia,,Tsunami
tsunami,5,96.5,INDONESIA,Indonesia,,Tsunami
tsunami,-10.217,123.633,INDONESIA,Indonesia,,Tsunami
tsunami,1.5,98,INDONESIA,Indonesia,,Tsunami
tsunami,2,126.5,INDONESIA,Indonesia,,Tsunami
tsunami,-7.2,114,INDONESIA,Indonesia,,Tsunami
tsunami,1.5,98,INDONESIA,Indonesia,,Tsunami
tsunami,-4,127.5,INDONESIA,Indonesia,,Tsunami
tsunami,-5,130,INDONESIA,Indonesia,,Tsunami
tsunami,5.5,96,INDONESIA,Indonesia,,Tsunami
tsunami,-8.3,118.7,INDONESIA,Indonesia,,Tsunami
tsunami,-8.3,118.7,INDONESIA,Indonesia,,Tsunami
tsunami,-3.7,128.2,INDONESIA,Indonesia,,Tsunami
tsunami,-3.7,128.2,INDONESIA,Indonesia,,Tsunami
tsunami,1.5,124.85,INDONESIA,Indonesia,,Tsunami
tsunami,-8,110.5,INDONESIA,Indonesia,,Tsunami
tsunami,0.8,127.325,INDONESIA,Indonesia,,Tsunami
tsunami,-5,130.5,INDONESIA,Indonesia,,Tsunami
tsunami,-9,111,INDONESIA,Indonesia,,Tsunami
tsunami,3.67,125.5,INDONESIA,Indonesia,,Tsunami
tsunami,-2.5,100.5,INDONESIA,Indonesia,,Tsunami
tsunami,-5.25,129.75,INDONESIA,Indonesia,,Tsunami
tsunami,-8.2,118,INDONESIA,Indonesia,,Tsunami
tsunami,0.009,98,INDONESIA,Indonesia,,Tsunami
tsunami,0.001,99,INDONESIA,Indonesia,,Tsunami
tsunami,-1,135,INDONESIA,Indonesia,,Tsunami
tsunami,-7,119,INDONESIA,Indonesia,,Tsunami
tsunami,-8,115,INDONESIA,Indonesia,,Tsunami
tsunami,-1,97.5,INDONESIA,Indonesia,,Tsunami
tsunami,-4,129,INDONESIA,Indonesia,,Tsunami
tsunami,-0.5,127.5,INDONESIA,Indonesia,,Tsunami
tsunami,-9,124.85,INDONESIA,Indonesia,,Tsunami
tsunami,-6.102,105.42299999999999,INDONESIA,Indonesia,,Tsunami
tsunami,-3.7,128.2,INDONESIA,Indonesia,,Tsunami
tsunami,3.138,125.491,INDONESIA,Indonesia,,Tsunami
tsunami,-0.25,104.5,INDONESIA,Indonesia,,Tsunami
tsunami,-6.102,105.42299999999999,INDONESIA,Indonesia,,Tsunami
tsunami,-3.7,116.6,INDONESIA,Indonesia,,Tsunami
tsunami,1.5,120.8,INDONESIA,Indonesia,,Tsunami
tsunami,-3.6,128.7,INDONESIA,Indonesia,,Tsunami
tsunami,3.67,125.5,INDONESIA,Indonesia,,Tsunami
tsunami,1.57,122.72,INDONESIA,Indonesia,,Tsunami
tsunami,-6.05,105.92,INDONESIA,Indonesia,,Tsunami
tsunami,-3.6,128.7,INDONESIA,Indonesia,,Tsunami
tsunami,-2.25,106,INDONESIA,Indonesia,,Tsunami
tsunami,1.1,124.3,INDONESIA,Indonesia,,Tsunami
tsunami,5.4,96,INDONESIA,Indonesia,,Tsunami
tsunami,5.4,96,INDONESIA,Indonesia,,Tsunami
tsunami,-2.55,140.75,INDONESIA,Indonesia,,Tsunami
tsunami,-6.8,120.8,INDONESIA,Indonesia,,Tsunami
tsunami,0,99.5,INDONESIA,Indonesia,,Tsunami
tsunami,0.87,122.92,INDONESIA,Indonesia,,Tsunami
tsunami,4,127,INDONESIA,Indonesia,,Tsunami
tsunami,-3,127.75,INDONESIA,Indonesia,,Tsunami
tsunami,-9,124,INDONESIA,Indonesia,,Tsunami
tsunami,5.6,95.3,INDONESIA,Indonesia,,Tsunami
tsunami,-1,136,INDONESIA,Indonesia,,Tsunami
tsunami,1,126.25,INDONESIA,Indonesia,,Tsunami
tsunami,-1,100.35,INDONESIA,Indonesia,,Tsunami
tsunami,-3.3,128.9,INDONESIA,Indonesia,,Tsunami
tsunami,-3.644,133.695,INDONESIA,Indonesia,,Tsunami
tsunami,-2,100,INDONESIA,Indonesia,,Tsunami
tsunami,3,122,INDONESIA,Indonesia,,Tsunami
tsunami,-7.7,109,INDONESIA,Indonesia,,Tsunami
tsunami,-3,127.5,INDONESIA,Indonesia,,Tsunami
tsunami,-3.5,102.5,INDONESIA,Indonesia,,Tsunami
tsunami,2.5,99.5,INDONESIA,Indonesia,,Tsunami
tsunami,-7,113.5,INDONESIA,Indonesia,,Tsunami
tsunami,5.8,95,INDONESIA,Indonesia,,Tsunami
tsunami,5.55,95.3,INDONESIA,Indonesia,,Tsunami
tsunami,-2.5,127.5,INDONESIA,Indonesia,,Tsunami
tsunami,-4.5,129.9,INDONESIA,Indonesia,,Tsunami
tsunami,-3,127.25,INDONESIA,Indonesia,,Tsunami
tsunami,0.5,123,INDONESIA,Indonesia,,Tsunami
tsunami,-11,111,INDONESIA,Indonesia,,Tsunami
tsunami,0.7,117.9,INDONESIA,Indonesia,,Tsunami
tsunami,-7,116,INDONESIA,Indonesia,,Tsunami
tsunami,-3.924,101.82,INDONESIA,Indonesia,,Tsunami
tsunami,-2,101,INDONESIA,Indonesia,,Tsunami
tsunami,-4,140,INDONESIA,Indonesia,,Tsunami
tsunami,-1.829,136.94299999999998,INDONESIA,Indonesia,,Tsunami
tsunami,2.28,125.425,INDONESIA,Indonesia,,Tsunami
tsunami,2,94.5,INDONESIA,Indonesia,,Tsunami
tsunami,-3,128.5,INDONESIA,Indonesia,,Tsunami
tsunami,-6.102,105.42299999999999,INDONESIA,Indonesia,,Tsunami
tsunami,-6.102,105.42299999999999,INDONESIA,Indonesia,,Tsunami
tsunami,-8.342,115.508,INDONESIA,Indonesia,,Tsunami
tsunami,-6.102,105.42299999999999,INDONESIA,Indonesia,,Tsunami
tsunami,-3,132.3,INDONESIA,Indonesia,,Tsunami
tsunami,6,95,INDONESIA,Indonesia,,Tsunami
tsunami,-3,132.3,INDONESIA,Indonesia,,Tsunami
tsunami,-6.4,105.4,INDONESIA,Indonesia,,Tsunami
tsunami,-2,116,INDONESIA,Indonesia,,Tsunami
tsunami,-8.2,107.3,INDONESIA,Indonesia,,Tsunami
tsunami,5,95,INDONESIA,Indonesia,,Tsunami
tsunami,-4.5,104,INDONESIA,Indonesia,,Tsunami
tsunami,-5,102.75,INDONESIA,Indonesia,,Tsunami
tsunami,-8,115,INDONESIA,Indonesia,,Tsunami
tsunami,5.5,95.2,INDONESIA,Indonesia,,Tsunami
tsunami,5.5,94,INDONESIA,Indonesia,,Tsunami
tsunami,-3.57,128.35,INDONESIA,Indonesia,,Tsunami
tsunami,1.2,124.57,INDONESIA,Indonesia,,Tsunami
tsunami,-9.3,114.3,INDONESIA,Indonesia,,Tsunami
tsunami,-5.6,105.3,INDONESIA,Indonesia,,Tsunami
tsunami,5.5,97.3,INDONESIA,Indonesia,,Tsunami
tsunami,5.8,95.4,INDONESIA,Indonesia,,Tsunami
tsunami,-1.5,137,INDONESIA,Indonesia,,Tsunami
tsunami,0,123,INDONESIA,Indonesia,,Tsunami
tsunami,-5.25,130.5,INDONESIA,Indonesia,,Tsunami
tsunami,6.1,94.7,INDONESIA,Indonesia,,Tsunami
tsunami,4.5,126.5,INDONESIA,Indonesia,,Tsunami
tsunami,0.001,98.25,INDONESIA,Indonesia,,Tsunami
tsunami,-0.7,100.6,INDONESIA,Indonesia,,Tsunami
tsunami,-3.7,119.3,INDONESIA,Indonesia,,Tsunami
tsunami,-3.8,128.3,INDONESIA,Indonesia,,Tsunami
tsunami,-1,120,INDONESIA,Indonesia,,Tsunami
tsunami,-0.7,119.7,INDONESIA,Indonesia,,Tsunami
tsunami,-2.4,126.1,INDONESIA,Indonesia,,Tsunami
tsunami,-8.32,121.708,INDONESIA,Indonesia,,Tsunami
tsunami,-3.12,127.4,INDONESIA,Indonesia,,Tsunami
tsunami,-9.265,118.479,INDONESIA,Indonesia,,Tsunami
tsunami,-4.056,127.92399999999999,INDONESIA,Indonesia,,Tsunami
tsunami,4.374,97.755,INDONESIA,Indonesia,,Tsunami
tsunami,-1.757,134.297,INDONESIA,Indonesia,,Tsunami
tsunami,-1.105,123.573,INDONESIA,Indonesia,,Tsunami
tsunami,1.015,127.73299999999999,INDONESIA,Indonesia,,Tsunami
tsunami,-9.245,114.185,INDONESIA,Indonesia,,Tsunami
tsunami,-2.823,118.806,INDONESIA,Indonesia,,Tsunami
tsunami,-5,130,INDONESIA,Indonesia,,Tsunami
tsunami,1.4,126.2,INDONESIA,Indonesia,,Tsunami
tsunami,0.7290000000000001,119.931,INDONESIA,Indonesia,,Tsunami
tsunami,-8.452,125.04899999999999,INDONESIA,Indonesia,,Tsunami
tsunami,-1.258,127.98,INDONESIA,Indonesia,,Tsunami
tsunami,-1.679,136.04,INDONESIA,Indonesia,,Tsunami
tsunami,0.2,119.8,INDONESIA,Indonesia,,Tsunami
tsunami,-0.891,136.952,INDONESIA,Indonesia,,Tsunami
tsunami,-10.477,112.835,INDONESIA,Indonesia,,Tsunami
tsunami,-11.085,118.464,INDONESIA,Indonesia,,Tsunami
tsunami,-3.1,118.9,INDONESIA,Indonesia,,Tsunami
tsunami,-8.48,121.896,INDONESIA,Indonesia,,Tsunami
tsunami,3.3160000000000003,95.854,INDONESIA,Indonesia,,Tsunami
tsunami,-8.6,123.5,INDONESIA,Indonesia,,Tsunami
tsunami,-1.644,99.60700000000001,INDONESIA,Indonesia,,Tsunami
tsunami,2.085,97.10799999999999,INDONESIA,Indonesia,,Tsunami
tsunami,-2.071,124.891,INDONESIA,Indonesia,,Tsunami
tsunami,-10.362,112.89200000000001,INDONESIA,Indonesia,,Tsunami
tsunami,-10.341,113.369,INDONESIA,Indonesia,,Tsunami
tsunami,-9.254,107.411,INDONESIA,Indonesia,,Tsunami
tsunami,-8.152,124.868,INDONESIA,Indonesia,,Tsunami
tsunami,-3.595,127.214,INDONESIA,Indonesia,,Tsunami
tsunami,-3.7,128.4,INDONESIA,Indonesia,,Tsunami
tsunami,-4.438,101.367,INDONESIA,Indonesia,,Tsunami
tsunami,-2.486,99.97200000000001,INDONESIA,Indonesia,,Tsunami
tsunami,3.138,125.491,INDONESIA,Indonesia,,Tsunami
tsunami,1.271,122.09100000000001,INDONESIA,Indonesia,,Tsunami
tsunami,-0.414,132.885,INDONESIA,Indonesia,,Tsunami
tsunami,-0.691,133.305,INDONESIA,Indonesia,,Tsunami
tsunami,3.884,126.397,INDONESIA,Indonesia,,Tsunami
tsunami,-0.72,99.867,INDONESIA,Indonesia,,Tsunami
tsunami,-1.479,99.49,INDONESIA,Indonesia,,Tsunami
tsunami,4.633,95.56700000000001,INDONESIA,Indonesia,,Tsunami
tsunami,2.383,97.04799999999999,INDONESIA,Indonesia,,Tsunami
tsunami,-8.54,123.59,INDONESIA,Indonesia,,Tsunami
tsunami,-3.487,100.08200000000001,INDONESIA,Indonesia,,Tsunami
tsunami,2.327,93.06299999999999,INDONESIA,Indonesia,,Tsunami
tsunami,0.802,92.463,INDONESIA,Indonesia,,Tsunami
tsunami,-6.5,105.5,INDONESIA,Indonesia,,Tsunami
tsunami,1.82,127.85,INDONESIA,Indonesia,,Tsunami
tsunami,-6.004,106.781,INDONESIA,Indonesia,,Tsunami
tsunami,-10.777,113.366,INDONESIA,Indonesia,,Tsunami
tsunami,1.893,126.522,INDONESIA,Indonesia,,Tsunami
tsunami,-4.952,94.33,INDONESIA,Indonesia,,Tsunami
tsunami,-8.287,116.45200000000001,INDONESIA,Indonesia,,Tsunami
tsunami,-0.178,119.84,INDONESIA,Indonesia,,Tsunami
tsunami,-6.102,105.42299999999999,INDONESIA,Indonesia,,Tsunami
tsunami,1.6,126.416,INDONESIA,Indonesia,,Tsunami
tsunami,-7.782,107.29700000000001,INDONESIA,Indonesia,,Tsunami
tsunami,-8.058,114.242,INDONESIA,Indonesia,,Tsunami
tsunami,-7.8,110.4,INDONESIA,Indonesia,,Tsunami
volcano,-8.343,115.508,Indonesia,Indonesia,,Volcano
volcano,-0.53,127.48,Indonesia,Indonesia,,Volcano
volcano,0.75,124.42,Indonesia,Indonesia,,Volcano
volcano,-7.733,112.575,Indonesia,Indonesia,,Volcano
volcano,-4.523,129.881,Indonesia,Indonesia,,Volcano
volcano,-8.242,115.375,Indonesia,Indonesia,,Volcano
volcano,-0.761,127.725,Indonesia,Indonesia,,Volcano
volcano,-8.283,115.133,Indonesia,Indonesia,,Volcano
volcano,-6.895,108.408,Indonesia,Indonesia,,Volcano
volcano,-3.38,102.37,Indonesia,Indonesia,,Volcano
volcano,-4.016,103.121,Indonesia,Indonesia,,Volcano
volcano,-7.2,109.879,Indonesia,Indonesia,,Volcano
volcano,1.693,127.894,Indonesia,Indonesia,,Volcano
volcano,-7.25,108.058,Indonesia,Indonesia,,Volcano
volcano,0.8,127.33,Indonesia,Indonesia,,Volcano
volcano,1.38,127.53,Indonesia,Indonesia,,Volcano
volcano,-6.77,106.965,Indonesia,Indonesia,,Volcano
volcano,-7.143,107.84,Indonesia,Indonesia,,Volcano
volcano,-5.334,104.59,Indonesia,Indonesia,,Volcano
volcano,-3.247,102.239,Indonesia,Indonesia,,Volcano
volcano,1.488,127.63,Indonesia,Indonesia,,Volcano
volcano,-8.058,114.242,Indonesia,Indonesia,,Volcano
volcano,-8.342,123.258,Indonesia,Indonesia,,Volcano
volcano,-8.55,123.38,Indonesia,Indonesia,,Volcano
volcano,-8.479,122.761,Indonesia,Indonesia,,Volcano
volcano,-8.53,123.57,Indonesia,Indonesia,,Volcano
volcano,-8.73,120.98,Indonesia,Indonesia,,Volcano
volcano,-8.875,120.95,Indonesia,Indonesia,,Volcano
volcano,-8.891,121.641,Indonesia,Indonesia,,Volcano
volcano,-7.97,113.57,Indonesia,Indonesia,,Volcano
volcano,1.08,127.439,Indonesia,Indonesia,,Volcano
volcano,-3.522,102.615,Indonesia,Indonesia,,Volcano
volcano,-6.268,106.05,Indonesia,Indonesia,,Volcano
volcano,-8.77,121.82,Indonesia,Indonesia,,Volcano
volcano,-7.93,112.308,Indonesia,Indonesia,,Volcano
volcano,-7.245,107.709,Indonesia,Indonesia,,Volcano
volcano,-1.697,101.264,Indonesia,Indonesia,,Volcano
volcano,1.454,125.031,Indonesia,Indonesia,,Volcano
volcano,-6.102,105.423,Indonesia,Indonesia,,Volcano
volcano,-7.981,113.341,Indonesia,Indonesia,,Volcano
volcano,-7.625,111.192,Indonesia,Indonesia,,Volcano
volcano,-8.365,122.833,Indonesia,Indonesia,,Volcano
volcano,-8.542,122.775,Indonesia,Indonesia,,Volcano
volcano,1.358,124.792,Indonesia,Indonesia,,Volcano
volcano,1.478,99.209,Indonesia,Indonesia,,Volcano
volcano,1.352,124.865,Indonesia,Indonesia,,Volcano
volcano,-0.38,100.474,Indonesia,Indonesia,,Volcano
volcano,-7.54,110.446,Indonesia,Indonesia,,Volcano
volcano,-7.454,110.44,Indonesia,Indonesia,,Volcano
volcano,-6.62,110.88,Indonesia,Indonesia,,Volcano
volcano,-8.32,121.708,Indonesia,Indonesia,,Volcano
volcano,-7.32,107.73,Indonesia,Indonesia,,Volcano
volcano,-7.162,107.4,Indonesia,Indonesia,,Volcano
volcano,-7.616,112.62,Indonesia,Indonesia,,Volcano
volcano,-6.75,106.7,Indonesia,Indonesia,,Volcano
volcano,4.903,96.289,Indonesia,Indonesia,,Volcano
volcano,-8.62,120.52,Indonesia,Indonesia,,Volcano
volcano,-4.871,103.925,Indonesia,Indonesia,,Volcano
volcano,-8.119,114.056,Indonesia,Indonesia,,Volcano
volcano,-8.42,116.47,Indonesia,Indonesia,,Volcano
volcano,-6.72,106.73,Indonesia,Indonesia,,Volcano
volcano,-8.2,119.07,Indonesia,Indonesia,,Volcano
volcano,-8.724,119.986,Indonesia,Indonesia,,Volcano
volcano,0.074,100.189,Indonesia,Indonesia,,Volcano
volcano,-5.107,104.317,Indonesia,Indonesia,,Volcano
volcano,-8.108,112.922,Indonesia,Indonesia,,Volcano
volcano,-6.312,130.017,Indonesia,Indonesia,,Volcano
volcano,5.448,95.658,Indonesia,Indonesia,,Volcano
volcano,1.556,99.255,Indonesia,Indonesia,,Volcano
volcano,3.17,98.392,Indonesia,Indonesia,,Volcano
volcano,3.248,98.501,Indonesia,Indonesia,,Volcano
volcano,-8.508,124.13,Indonesia,Indonesia,,Volcano
volcano,-7.242,109.208,Indonesia,Indonesia,,Volcano
volcano,1.112,124.737,Indonesia,Indonesia,,Volcano
volcano,0.686,99.539,Indonesia,Indonesia,,Volcano
volcano,-2.414,101.728,Indonesia,Indonesia,,Volcano
volcano,-7.384,110.07,Indonesia,Indonesia,,Volcano
volcano,-7.3,109.992,Indonesia,Indonesia,,Volcano
volcano,-7.208,108.07,Indonesia,Indonesia,,Volcano
volcano,0.079,99.98,Indonesia,Indonesia,,Volcano
volcano,-0.979,100.681,Indonesia,Indonesia,,Volcano
volcano,-8.25,118,Indonesia,Indonesia,,Volcano
volcano,-0.39,100.331,Indonesia,Indonesia,,Volcano
volcano,1.518,125.185,Indonesia,Indonesia,,Volcano
volcano,-6.77,107.6,Indonesia,Indonesia,,Volcano
volcano,1.83,127.83,Indonesia,Indonesia,,Volcano
volcano,-7.362,110.4,Indonesia,Indonesia,,Volcano
volcano,4.769,96.821,Indonesia,Indonesia,,Volcano
volcano,-7.942,112.95,Indonesia,Indonesia,,Volcano
volcano,0.658,127.4,Indonesia,Indonesia,,Volcano
volcano,2.58,98.83,Indonesia,Indonesia,,Volcano
volcano,1.25,127.47,Indonesia,Indonesia,,Volcano
volcano,1.23,124.83,Indonesia,Indonesia,,Volcano
volcano,-7.18,110.33,Indonesia,Indonesia,,Volcano
volcano,-7.808,111.758,Indonesia,Indonesia,,Volcano
earthquake,32.797,47.6372,IRAN,Iran,,Earthquake
earthquake,27.1043,59.3301,IRAN,Iran,,Earthquake
earthquake,32.797,47.6372,IRAN,Iran,,Earthquake
earthquake,27.7439,56.0776,IRAN,Iran,,Earthquake
earthquake,27.6888,56.0903,IRAN,Iran,,Earthquake
earthquake,27.7363,56.1369,IRAN,Iran,,Earthquake
earthquake,32.797,47.6372,IRAN,Iran,,Earthquake
earthquake,27.1043,59.3301,IRAN,Iran,,Earthquake
earthquake,27.7439,56.0776,IRAN,Iran,,Earthquake
earthquake,27.6888,56.0903,IRAN,Iran,,Earthquake
earthquake,27.7363,56.1369,IRAN,Iran,,Earthquake
tsunami,36.6,54.6,IRAN,Iran,,Tsunami
tsunami,36.4,50.5,IRAN,Iran,,Tsunami
tsunami,27.665,52.348,IRAN,Iran,,Tsunami
tsunami,27.835,51.94,IRAN,Iran,,Tsunami
tsunami,36.957,49.409,IRAN,Iran,,Tsunami
volcano,35.951,52.109,Iran,Iran,,Volcano
tsunami,33,35.5,ISRAEL,Israel,,Tsunami
tsunami,32,35.5,ISRAEL,Israel,,Tsunami
tsunami,29.5,34.95,ISRAEL,Israel,,Tsunami
tsunami,33,35.5,ISRAEL,Israel,,Tsunami
tsunami,32,35.5,ISRAEL,Israel,,Tsunami
tsunami,45.5,11,ITALY,Italy,,Tsunami
tsunami,46.2,13.433,ITALY,Italy,,Tsunami
tsunami,38.789,15.213,ITALY,Italy,,Tsunami
tsunami,38.17,15.58,ITALY,Italy,,Tsunami
tsunami,37.3,15.437999999999999,ITALY,Italy,,Tsunami
tsunami,38.4,14.967,ITALY,Italy,,Tsunami
tsunami,38.3,15.967,ITALY,Italy,,Tsunami
tsunami,37.3,15.03,ITALY,Italy,,Tsunami
tsunami,38.789,15.213,ITALY,Italy,,Tsunami
tsunami,42,16,ITALY,Italy,,Tsunami
tsunami,40.821,14.425999999999998,ITALY,Italy,,Tsunami
tsunami,37.734,15.004000000000001,ITALY,Italy,,Tsunami
tsunami,46.6,13.8,ITALY,Italy,,Tsunami
tsunami,41.5,14.467,ITALY,Italy,,Tsunami
tsunami,41.51,15.5,ITALY,Italy,,Tsunami
tsunami,37.15,15.1,ITALY,Italy,,Tsunami
tsunami,40.821,14.425999999999998,ITALY,Italy,,Tsunami
tsunami,40.817,14.433,ITALY,Italy,,Tsunami
tsunami,40.5,15.5,ITALY,Italy,,Tsunami
tsunami,45.4,12.3,ITALY,Italy,,Tsunami
tsunami,37.7,22.8,ITALY,Italy,,Tsunami
tsunami,40.8,14.4,ITALY,Italy,,Tsunami
tsunami,43.5,10.2,ITALY,Italy,,Tsunami
tsunami,44.75,10.4,ITALY,Italy,,Tsunami
tsunami,37.133,15.017000000000001,ITALY,Italy,,Tsunami
tsunami,37.6,15.133,ITALY,Italy,,Tsunami
tsunami,44.8,7.2,ITALY,Italy,,Tsunami
tsunami,37.5,13,ITALY,Italy,,Tsunami
tsunami,40.8,15.6,ITALY,Italy,,Tsunami
tsunami,44.833,7.25,ITALY,Italy,,Tsunami
tsunami,37.5,13,ITALY,Italy,,Tsunami
tsunami,44.4,8.917,ITALY,Italy,,Tsunami
tsunami,38.817,15.232999999999999,ITALY,Italy,,Tsunami
tsunami,38.183,15.55,ITALY,Italy,,Tsunami
tsunami,43.55,10.317,ITALY,Italy,,Tsunami
tsunami,37.734,15.004000000000001,ITALY,Italy,,Tsunami
tsunami,38,15,ITALY,Italy,,Tsunami
tsunami,40.821,14.425999999999998,ITALY,Italy,,Tsunami
tsunami,43.8,9,ITALY,Italy,,Tsunami
tsunami,41.7,12.7,ITALY,Italy,,Tsunami
tsunami,39,20.3,ITALY,Italy,,Tsunami
tsunami,38.167,15.633,ITALY,Italy,,Tsunami
tsunami,38.317,16.4,ITALY,Italy,,Tsunami
tsunami,43.917,8.033,ITALY,Italy,,Tsunami
tsunami,38.783,16.467,ITALY,Italy,,Tsunami
tsunami,38.766999999999996,16.3,ITALY,Italy,,Tsunami
tsunami,40.821,14.425999999999998,ITALY,Italy,,Tsunami
tsunami,41.3,14.7,ITALY,Italy,,Tsunami
tsunami,40.8,14.2,ITALY,Italy,,Tsunami
tsunami,38.117,14.783,ITALY,Italy,,Tsunami
tsunami,44.6,11.8,ITALY,Italy,,Tsunami
tsunami,41.733000000000004,15.35,ITALY,Italy,,Tsunami
tsunami,39.033,16.283,ITALY,Italy,,Tsunami
tsunami,43.933,12.583,ITALY,Italy,,Tsunami
tsunami,42.467,13.2,ITALY,Italy,,Tsunami
tsunami,38.117,13.35,ITALY,Italy,,Tsunami
tsunami,38.9,17.1,ITALY,Italy,,Tsunami
tsunami,38,15,ITALY,Italy,,Tsunami
tsunami,38.217,15.633,ITALY,Italy,,Tsunami
tsunami,43.4,10.6,ITALY,Italy,,Tsunami
tsunami,37.05,12.3,ITALY,Italy,,Tsunami
tsunami,43.8,13,ITALY,Italy,,Tsunami
tsunami,38.3,14.8,ITALY,Italy,,Tsunami
tsunami,37.45,14.25,ITALY,Italy,,Tsunami
tsunami,44.8,9.2,ITALY,Italy,,Tsunami
tsunami,43.5,10.5,ITALY,Italy,,Tsunami
tsunami,39.6,16.6,ITALY,Italy,,Tsunami
tsunami,43.7,8,ITALY,Italy,,Tsunami
tsunami,36.4,13.44,ITALY,Italy,,Tsunami
tsunami,39,17,ITALY,Italy,,Tsunami
tsunami,43.3,10.7,ITALY,Italy,,Tsunami
tsunami,43.8,7.8,ITALY,Italy,,Tsunami
tsunami,43.75,10.3,ITALY,Italy,,Tsunami
tsunami,43.7,8.1,ITALY,Italy,,Tsunami
tsunami,42.05,15.5,ITALY,Italy,,Tsunami
tsunami,37.27,14.68,ITALY,Italy,,Tsunami
tsunami,45.7,10.7,ITALY,Italy,,Tsunami
tsunami,44.2,12.4,ITALY,Italy,,Tsunami
tsunami,40.54,13,ITALY,Italy,,Tsunami
tsunami,38.789,15.213,ITALY,Italy,,Tsunami
tsunami,40.821,14.425999999999998,ITALY,Italy,,Tsunami
tsunami,41.9,12.45,ITALY,Italy,,Tsunami
tsunami,37.6,15.133,ITALY,Italy,,Tsunami
tsunami,39.28,16.28,ITALY,Italy,,Tsunami
tsunami,43.5,10.2,ITALY,Italy,,Tsunami
tsunami,38.1,13.4,ITALY,Italy,,Tsunami
tsunami,43.7,8.1,ITALY,Italy,,Tsunami
tsunami,41.7,12.2,ITALY,Italy,,Tsunami
tsunami,38.5,14.7,ITALY,Italy,,Tsunami
tsunami,38.067,13.467,ITALY,Italy,,Tsunami
tsunami,38.3,12.2,ITALY,Italy,,Tsunami
